""2017-10-17 14:38:58 [main] INFO  s.DemoApplication - No active profile set, falling back to default profiles: default
""2017-10-17 14:39:01 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@581ac8a8: startup date [Tue Oct 17 14:39:00 MSK 2017]; root of context hierarchy
""2017-10-17 14:39:06 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
""2017-10-17 14:39:06 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2017-10-17 14:39:06 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
""2017-10-17 14:39:07 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2017-10-17 14:39:08 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
""2017-10-17 14:39:08 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
""2017-10-17 14:39:08 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
""2017-10-17 14:39:08 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
""2017-10-17 14:39:08 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
""2017-10-17 14:39:10 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
""2017-10-17 14:39:10 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
""2017-10-17 14:39:10 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final}
""2017-10-17 14:39:10 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
""2017-10-17 14:39:10 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
""2017-10-17 14:39:10 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
""2017-10-17 14:39:11 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
""2017-10-17 14:39:13 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2017-10-17 14:39:14 [main] INFO  org.dozer.config.GlobalSettings - Trying to find Dozer configuration file: dozer.properties
""2017-10-17 14:39:14 [main] WARN  org.dozer.config.GlobalSettings - Dozer configuration file not found: dozer.properties.  Using defaults for all Dozer global properties.
""2017-10-17 14:39:14 [main] INFO  org.dozer.DozerInitializer - Initializing Dozer. Version: 5.5.0, Thread Name: main
""2017-10-17 14:39:14 [main] INFO  org.dozer.jmx.JMXPlatformImpl - Dozer JMX MBean [org.dozer.jmx:type=DozerStatisticsController] auto registered with the Platform MBean Server
""2017-10-17 14:39:14 [main] INFO  org.dozer.jmx.JMXPlatformImpl - Dozer JMX MBean [org.dozer.jmx:type=DozerAdminController] auto registered with the Platform MBean Server
""2017-10-17 14:39:14 [main] INFO  org.dozer.DozerBeanMapper - Initializing a new instance of dozer bean mapper.
""2017-10-17 14:39:19 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2017-10-17 14:39:19 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
""2017-10-17 14:39:19 [main] INFO  s.DemoApplication - Started DemoApplication in 23.187 seconds (JVM running for 27.742)
""2017-10-17 14:40:03 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
""2017-10-17 14:40:22 [http-nio-8080-exec-1] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
"
